l,i,k,la_value
8,2,13,0
8,3,13,0
8,3,13,0
8,3,13,0
8,3,13,0
8,3,13,0
8,4,13,0
8,4,13,0
8,4,13,0
8,4,13,0
8,4,13,0
8,5,13,0
8,5,13,0
8,5,13,0
8,5,13,0
8,5,13,0
8,6,13,0
8,6,13,0
8,6,13,0
8,6,13,0
8,6,13,0
8,7,13,1
8,7,13,0
8,7,13,0
8,7,13,0
8,7,13,0
8,8,13,0
8,8,13,1
8,8,13,0
8,8,13,0
8,8,13,0
8,9,13,0
8,9,13,0
8,9,13,0
8,9,13,0
8,9,13,0
8,10,13,0
8,10,13,0
8,10,13,0
8,10,13,0
8,10,13,0
8,11,13,0
8,11,13,0
8,11,13,0
8,11,13,0
8,11,13,0
9,0,13,0
9,0,13,0
9,0,13,0
9,0,13,0
9,0,13,0
9,1,13,0
9,1,13,0
9,1,13,0
9,1,13,0
9,1,13,0
9,2,13,0
9,2,13,0
9,2,13,0
9,2,13,0
9,2,13,0
9,3,13,0
9,3,13,0
9,3,13,0
9,3,13,0
9,3,13,0
9,4,13,0
9,4,13,0
9,4,13,0
9,4,13,0
9,4,13,0
9,5,13,0
9,5,13,0
9,5,13,0
9,5,13,0
9,5,13,0
9,6,13,0
9,6,13,0
9,6,13,0
9,6,13,0
9,6,13,0
9,7,13,0
9,7,13,0
9,7,13,0
9,7,13,0
9,7,13,0
9,8,13,0
9,8,13,0
9,8,13,0
9,8,13,0
9,8,13,0
9,9,13,0
9,9,13,0
9,9,13,0
9,9,13,0
9,9,13,0
9,10,13,0
9,10,13,0
9,10,13,0
9,10,13,0
9,10,13,0
9,11,13,0
9,11,13,0
9,11,13,0
9,11,13,0
9,11,13,0
10,0,13,0
10,0,13,0
10,0,13,0
10,0,13,0
10,0,13,0
10,1,13,0
10,1,13,0
10,1,13,0
10,1,13,0
10,1,13,1
10,2,13,1
10,2,13,0
10,2,13,0
10,2,13,0
10,2,13,0
10,3,13,0
10,3,13,0
10,3,13,0
10,3,13,0
10,3,13,0
10,4,13,0
10,4,13,0
10,4,13,0
10,4,13,0
10,4,13,0
10,5,13,0
10,5,13,0
10,5,13,0
10,5,13,0
10,5,13,0
10,6,13,0
10,6,13,0
10,6,13,0
10,6,13,0
10,6,13,0
10,7,13,0
10,7,13,0
10,7,13,0
10,7,13,1
10,7,13,0
10,8,13,1
10,8,13,0
10,8,13,0
10,8,13,0
10,8,13,0
10,9,13,0
10,9,13,0
10,9,13,0
10,9,13,0
10,9,13,0
10,10,13,0
10,10,13,0
10,10,13,0
10,10,13,0
10,10,13,0
10,11,13,0
10,11,13,0
10,11,13,0
10,11,13,0
10,11,13,0
11,0,13,0
11,0,13,0
11,0,13,0
11,0,13,0
11,0,13,0
11,1,13,0
11,1,13,0
11,1,13,0
11,1,13,0
11,1,13,0
11,2,13,0
11,2,13,0
11,2,13,0
11,2,13,0
11,2,13,0
11,3,13,0
11,3,13,0
11,3,13,0
11,3,13,0
11,3,13,0
11,4,13,0
11,4,13,0
11,4,13,0
11,4,13,0
11,4,13,0
11,5,13,1
11,5,13,0
11,5,13,0
11,5,13,0
11,5,13,0
11,6,13,0
11,6,13,0
11,6,13,0
11,6,13,0
11,6,13,0
11,7,13,0
11,7,13,0
11,7,13,0
11,7,13,0
11,7,13,0
11,8,13,0
11,8,13,0
11,8,13,0
11,8,13,0
11,8,13,0
11,9,13,0
11,9,13,0
11,9,13,0
11,9,13,0
11,9,13,0
11,10,13,0
11,10,13,0
11,10,13,0
11,10,13,0
11,10,13,0
11,11,13,0
11,11,13,0
11,11,13,0
11,11,13,0
11,11,13,0
12,0,13,0
12,0,13,0
12,0,13,0
12,0,13,0
12,0,13,0
12,1,13,0
12,1,13,0
12,1,13,0
12,1,13,0
12,1,13,0
12,2,13,0
12,2,13,0
12,2,13,0
12,2,13,0
12,2,13,1
12,3,13,0
12,3,13,0
12,3,13,0
12,3,13,0
12,3,13,0
12,4,13,0
12,4,13,0
12,4,13,0
12,4,13,0
12,4,13,0
12,5,13,0
12,5,13,0
12,5,13,0
12,5,13,0
12,5,13,0
12,6,13,0
12,6,13,0
12,6,13,0
12,6,13,0
12,6,13,0
12,7,13,0
12,7,13,0
12,7,13,0
12,7,13,0
12,7,13,0
12,8,13,0
12,8,13,0
12,8,13,0
12,8,13,0
12,8,13,0
12,9,13,0
12,9,13,0
12,9,13,0
12,9,13,0
12,9,13,0
12,10,13,0
12,10,13,0
12,10,13,0
12,10,13,0
12,10,13,0
12,11,13,0
12,11,13,0
12,11,13,0
12,11,13,0
12,11,13,0
13,0,13,0
13,0,13,0
13,0,13,0
13,0,13,0
13,0,13,0
13,1,13,1
13,1,13,0
13,1,13,0
13,1,13,0
13,1,13,0
13,2,13,0
13,2,13,0
13,2,13,0
13,2,13,0
13,2,13,0
13,3,13,0
13,3,13,0
13,3,13,0
13,3,13,0
13,3,13,0
13,4,13,0
13,4,13,0
13,4,13,0
13,4,13,0
13,4,13,0
13,5,13,1
13,5,13,0
13,5,13,0
13,5,13,0
13,5,13,0
13,6,13,1
13,6,13,0
13,6,13,0
13,6,13,0
13,6,13,0
13,7,13,0
13,7,13,0
13,7,13,0
13,7,13,0
13,7,13,0
13,8,13,0
13,8,13,0
13,8,13,0
13,8,13,0
13,8,13,0
13,9,13,0
13,9,13,0
13,9,13,0
13,9,13,0
13,9,13,0
13,10,13,0
13,10,13,0
13,10,13,0
13,10,13,0
13,10,13,0
13,11,13,0
13,11,13,0
13,11,13,0
13,11,13,0
13,11,13,0
14,0,13,0
14,0,13,0
14,0,13,0
14,0,13,0
14,0,13,0
14,1,13,0
14,1,13,0
14,1,13,0
14,1,13,0
14,1,13,0
14,2,13,0
14,2,13,0
14,2,13,0
14,2,13,0
14,2,13,0
14,3,13,0
14,3,13,0
14,3,13,0
14,3,13,0
14,3,13,0
14,4,13,0
14,4,13,0
14,4,13,0
14,4,13,0
14,4,13,0
14,5,13,0
14,5,13,0
14,5,13,0
14,5,13,0
14,5,13,0
14,6,13,0
14,6,13,0
14,6,13,0
14,6,13,0
14,6,13,0
14,7,13,0
14,7,13,0
14,7,13,0
14,7,13,0
14,7,13,0
14,8,13,0
14,8,13,0
14,8,13,0
14,8,13,0
14,8,13,0
14,9,13,0
14,9,13,0
14,9,13,0
14,9,13,0
14,9,13,0
14,10,13,0
14,10,13,0
14,10,13,0
14,10,13,0
14,10,13,0
14,11,13,0
14,11,13,0
14,11,13,0
14,11,13,0
14,11,13,0
15,0,13,0
15,0,13,0
15,0,13,0
15,0,13,0
15,0,13,0
15,1,13,1
15,1,13,0
15,1,13,0
15,1,13,0
15,1,13,0
15,2,13,1
15,2,13,0
15,2,13,0
15,2,13,0
15,2,13,0
15,3,13,0
15,3,13,0
15,3,13,0
15,3,13,0
15,3,13,0
15,4,13,0
15,4,13,0
15,4,13,0
15,4,13,0
15,4,13,0
15,5,13,0
15,5,13,0
15,5,13,0
15,5,13,0
15,5,13,0
15,6,13,1
15,6,13,0
15,6,13,0
15,6,13,0
15,6,13,0
15,7,13,1
15,7,13,0
15,7,13,0
15,7,13,0
15,7,13,0
15,8,13,1
15,8,13,0
15,8,13,0
15,8,13,0
15,8,13,0
15,9,13,0
15,9,13,0
15,9,13,0
15,9,13,0
15,9,13,0
15,10,13,0
15,10,13,0
15,10,13,0
15,10,13,0
15,10,13,0
15,11,13,0
15,11,13,0
15,11,13,0
15,11,13,0
15,11,13,0
16,0,13,0
16,0,13,0
16,0,13,0
16,0,13,0
16,0,13,0
16,1,13,0
16,1,13,0
16,1,13,0
16,1,13,0
16,1,13,0
16,2,13,0
16,2,13,0
16,2,13,0
16,2,13,0
16,2,13,0
16,3,13,0
16,3,13,0
16,3,13,0
16,3,13,0
16,3,13,0
16,4,13,0
16,4,13,0
16,4,13,0
16,4,13,0
16,4,13,0
16,5,13,0
16,5,13,0
16,5,13,0
16,5,13,0
16,5,13,0
16,6,13,1
16,6,13,0
16,6,13,0
16,6,13,0
16,6,13,0
16,7,13,0
16,7,13,0
16,7,13,0
16,7,13,1
16,7,13,0
16,8,13,0
16,8,13,0
16,8,13,0
16,8,13,0
16,8,13,0
16,9,13,0
16,9,13,0
16,9,13,0
16,9,13,0
16,9,13,0
16,10,13,1
16,10,13,0
16,10,13,0
16,10,13,0
16,10,13,0
16,11,13,0
16,11,13,0
16,11,13,0
16,11,13,0
16,11,13,0
17,0,13,0
17,0,13,0
17,0,13,0
17,0,13,0
17,0,13,0
17,1,13,0
17,1,13,0
17,1,13,0
17,1,13,1
17,1,13,0
17,2,13,0
17,2,13,0
17,2,13,0
17,2,13,0
17,2,13,0
17,3,13,0
17,3,13,0
17,3,13,0
17,3,13,0
17,3,13,0
17,4,13,0
17,4,13,0
17,4,13,0
17,4,13,0
17,4,13,0
17,5,13,0
17,5,13,0
17,5,13,0
17,5,13,0
17,5,13,0
17,6,13,1
17,6,13,0
17,6,13,0
17,6,13,0
17,6,13,0
17,7,13,0
17,7,13,0
17,7,13,0
17,7,13,0
17,7,13,1
17,8,13,0
17,8,13,0
17,8,13,0
17,8,13,0
17,8,13,0
17,9,13,0
17,9,13,0
17,9,13,0
17,9,13,0
17,9,13,0
17,10,13,0
17,10,13,0
17,10,13,0
17,10,13,0
17,10,13,0
17,11,13,0
17,11,13,0
17,11,13,0
17,11,13,0
17,11,13,0
18,0,13,0
18,0,13,0
18,0,13,0
18,0,13,0
18,0,13,0
18,1,13,0
18,1,13,0
18,1,13,0
18,1,13,0
18,1,13,0
18,2,13,1
18,2,13,0
18,2,13,0
18,2,13,0
18,2,13,0
18,3,13,0
18,3,13,0
18,3,13,0
18,3,13,0
18,3,13,0
18,4,13,0
18,4,13,0
18,4,13,0
18,4,13,0
18,4,13,0
18,5,13,0
18,5,13,0
18,5,13,0
18,5,13,0
18,5,13,0
18,6,13,0
18,6,13,0
18,6,13,0
18,6,13,0
18,6,13,0
18,7,13,1
18,7,13,0
18,7,13,0
18,7,13,0
18,7,13,0
18,8,13,0
18,8,13,0
18,8,13,0
18,8,13,0
18,8,13,0
18,9,13,0
18,9,13,0
18,9,13,0
18,9,13,0
18,9,13,1
18,10,13,0
18,10,13,0
18,10,13,0
18,10,13,0
18,10,13,0
18,11,13,0
18,11,13,0
18,11,13,0
18,11,13,0
18,11,13,0
19,0,13,0
19,0,13,0
19,0,13,0
19,0,13,0
19,0,13,0
19,1,13,0
19,1,13,0
19,1,13,0
19,1,13,0
19,1,13,0
19,2,13,0
19,2,13,0
19,2,13,0
19,2,13,0
19,2,13,0
19,3,13,0
19,3,13,0
19,3,13,0
19,3,13,0
19,3,13,0
19,4,13,0
19,4,13,0
19,4,13,0
19,4,13,0
19,4,13,0
19,5,13,0
19,5,13,0
19,5,13,0
19,5,13,0
19,5,13,0
19,6,13,0
19,6,13,0
19,6,13,0
19,6,13,0
19,6,13,0
19,7,13,0
19,7,13,0
19,7,13,0
19,7,13,0
19,7,13,0
19,8,13,0
19,8,13,0
19,8,13,0
19,8,13,0
19,8,13,0
19,9,13,0
19,9,13,1
19,9,13,0
19,9,13,0
19,9,13,0
19,10,13,0
19,10,13,0
19,10,13,0
19,10,13,0
19,10,13,0
19,11,13,0
19,11,13,0
19,11,13,0
19,11,13,0
19,11,13,0
20,0,13,0
20,0,13,0
20,0,13,0
20,0,13,0
20,0,13,0
20,1,13,0
20,1,13,0
20,1,13,0
20,1,13,0
20,1,13,0
20,2,13,0
20,2,13,0
20,2,13,0
20,2,13,0
20,2,13,0
20,3,13,0
20,3,13,0
20,3,13,0
20,3,13,0
20,3,13,0
20,4,13,0
20,4,13,0
20,4,13,0
20,4,13,0
20,4,13,0
20,5,13,0
20,5,13,0
20,5,13,0
20,5,13,0
20,5,13,0
20,6,13,0
20,6,13,0
20,6,13,0
20,6,13,0
20,6,13,0
20,7,13,1
20,7,13,0
20,7,13,0
20,7,13,0
20,7,13,0
20,8,13,1
20,8,13,0
20,8,13,0
20,8,13,0
20,8,13,0
20,9,13,0
20,9,13,0
20,9,13,0
20,9,13,0
20,9,13,0
20,10,13,0
20,10,13,0
20,10,13,0
20,10,13,0
20,10,13,0
20,11,13,0
20,11,13,0
20,11,13,0
20,11,13,0
20,11,13,0
21,0,13,0
21,0,13,0
21,0,13,0
21,0,13,0
21,0,13,0
21,1,13,0
21,1,13,0
21,1,13,0
21,1,13,0
21,1,13,0
21,2,13,0
21,2,13,0
21,2,13,0
21,2,13,0
21,2,13,0
21,3,13,0
21,3,13,0
21,3,13,0
21,3,13,0
21,3,13,0
21,4,13,0
21,4,13,0
21,4,13,0
21,4,13,0
21,4,13,0
21,5,13,1
21,5,13,0
21,5,13,0
21,5,13,0
21,5,13,0
21,6,13,1
21,6,13,0
21,6,13,0
21,6,13,0
21,6,13,0
21,7,13,1
21,7,13,0
21,7,13,0
21,7,13,0
21,7,13,0
21,8,13,1
21,8,13,0
21,8,13,0
21,8,13,0
21,8,13,0
21,9,13,0
21,9,13,0
21,9,13,0
21,9,13,0
21,9,13,0
21,10,13,0
21,10,13,0
21,10,13,0
21,10,13,0
21,10,13,0
21,11,13,0
21,11,13,0
21,11,13,0
21,11,13,0
21,11,13,0
22,0,13,0
22,0,13,0
22,0,13,0
22,0,13,0
22,0,13,0
22,1,13,1
22,1,13,0
22,1,13,0
22,1,13,0
22,1,13,0
22,2,13,0
22,2,13,1
22,2,13,0
22,2,13,0
22,2,13,0
22,3,13,0
22,3,13,0
22,3,13,0
22,3,13,0
22,3,13,0
22,4,13,0
22,4,13,0
22,4,13,0
22,4,13,0
22,4,13,0
22,5,13,0
22,5,13,0
22,5,13,0
22,5,13,0
22,5,13,0
22,6,13,0
22,6,13,0
22,6,13,0
22,6,13,0
22,6,13,0
22,7,13,0
22,7,13,0
22,7,13,0
22,7,13,0
22,7,13,0
22,8,13,0
22,8,13,0
22,8,13,0
22,8,13,0
22,8,13,0
22,9,13,0
22,9,13,0
22,9,13,0
22,9,13,0
22,9,13,0
22,10,13,0
22,10,13,0
22,10,13,0
22,10,13,0
22,10,13,0
22,11,13,0
22,11,13,0
22,11,13,0
22,11,13,0
22,11,13,0
23,0,13,0
23,0,13,0
23,0,13,0
23,0,13,0
23,0,13,0
23,1,13,0
23,1,13,0
23,1,13,0
23,1,13,0
23,1,13,0
23,2,13,0
23,2,13,0
23,2,13,0
23,2,13,0
23,2,13,0
23,3,13,1
23,3,13,0
23,3,13,0
23,3,13,0
23,3,13,0
23,4,13,0
23,4,13,0
23,4,13,0
23,4,13,0
23,4,13,0
23,5,13,0
23,5,13,0
23,5,13,0
23,5,13,0
23,5,13,0
23,6,13,0
23,6,13,0
23,6,13,0
23,6,13,0
23,6,13,0
23,7,13,1
23,7,13,0
23,7,13,0
23,7,13,0
23,7,13,0
23,8,13,0
23,8,13,0
23,8,13,0
23,8,13,0
23,8,13,0
23,9,13,0
23,9,13,0
23,9,13,0
23,9,13,0
23,9,13,0
23,10,13,0
23,10,13,0
23,10,13,0
23,10,13,0
23,10,13,0
23,11,13,0
23,11,13,0
23,11,13,0
23,11,13,0
23,11,13,0
24,0,13,0
24,0,13,0
24,0,13,0
24,0,13,0
24,0,13,0
24,1,13,1
24,1,13,0
24,1,13,0
24,1,13,0
24,1,13,0
24,2,13,1
24,2,13,0
24,2,13,0
24,2,13,0
24,2,13,0
24,3,13,0
24,3,13,0
24,3,13,0
24,3,13,0
24,3,13,0
24,4,13,0
24,4,13,0
24,4,13,0
24,4,13,0
24,4,13,0
24,5,13,0
24,5,13,0
24,5,13,0
24,5,13,0
24,5,13,0
24,6,13,0
24,6,13,0
24,6,13,0
24,6,13,0
24,6,13,0
24,7,13,1
24,7,13,0
24,7,13,0
24,7,13,0
24,7,13,0
24,8,13,0
24,8,13,0
24,8,13,0
24,8,13,0
24,8,13,0
24,9,13,0
24,9,13,0
24,9,13,0
24,9,13,0
24,9,13,0
24,10,13,0
24,10,13,0
24,10,13,0
24,10,13,0
24,10,13,0
24,11,13,0
24,11,13,0
24,11,13,0
24,11,13,0
24,11,13,0
25,0,13,0
25,0,13,0
25,0,13,0
25,0,13,0
25,0,13,0
25,1,13,0
25,1,13,0
25,1,13,0
25,1,13,0
25,1,13,0
25,2,13,0
25,2,13,0
25,2,13,0
25,2,13,0
25,2,13,0
25,3,13,0
25,3,13,0
25,3,13,0
25,3,13,0
25,3,13,0
25,4,13,0
25,4,13,0
25,4,13,0
25,4,13,0
25,4,13,0
25,5,13,0
25,5,13,0
25,5,13,0
25,5,13,0
25,5,13,0
25,6,13,0
25,6,13,0
25,6,13,0
25,6,13,0
25,6,13,0
25,7,13,0
25,7,13,0
25,7,13,0
25,7,13,0
25,7,13,0
25,8,13,0
25,8,13,0
25,8,13,0
25,8,13,0
25,8,13,0
25,9,13,0
25,9,13,0
25,9,13,0
25,9,13,0
25,9,13,0
25,10,13,0
25,10,13,0
25,10,13,0
25,10,13,0
25,10,13,0
25,11,13,0
25,11,13,0
25,11,13,0
25,11,13,0
25,11,13,0
26,0,13,0
26,0,13,0
26,0,13,0
26,0,13,0
26,0,13,0
26,1,13,0
26,1,13,0
26,1,13,0
26,1,13,0
26,1,13,0
26,2,13,1
26,2,13,0
26,2,13,0
26,2,13,0
26,2,13,0
26,3,13,0
26,3,13,0
26,3,13,0
26,3,13,0
26,3,13,1
26,4,13,1
26,4,13,0
26,4,13,0
26,4,13,0
26,4,13,0
26,5,13,0
26,5,13,0
26,5,13,0
26,5,13,0
26,5,13,0
26,6,13,0
26,6,13,0
26,6,13,0
26,6,13,0
26,6,13,1
26,7,13,0
26,7,13,0
26,7,13,0
26,7,13,0
26,7,13,0
26,8,13,1
26,8,13,0
26,8,13,0
26,8,13,0
26,8,13,0
26,9,13,0
26,9,13,0
26,9,13,0
26,9,13,0
26,9,13,0
26,10,13,0
26,10,13,0
26,10,13,0
26,10,13,0
26,10,13,0
26,11,13,0
26,11,13,0
26,11,13,0
26,11,13,0
26,11,13,0
27,0,13,0
27,0,13,0
27,0,13,0
27,0,13,0
27,0,13,0
27,1,13,0
27,1,13,0
27,1,13,0
27,1,13,0
27,1,13,0
27,2,13,0
27,2,13,0
27,2,13,0
27,2,13,0
27,2,13,0
27,3,13,0
27,3,13,0
27,3,13,0
27,3,13,0
27,3,13,0
27,4,13,0
27,4,13,0
27,4,13,0
27,4,13,0
27,4,13,0
27,5,13,0
27,5,13,0
27,5,13,0
27,5,13,0
27,5,13,1
27,6,13,0
27,6,13,0
27,6,13,0
27,6,13,1
27,6,13,0
27,7,13,0
27,7,13,0
27,7,13,0
27,7,13,0
27,7,13,0
27,8,13,0
27,8,13,0
27,8,13,0
27,8,13,0
27,8,13,0
27,9,13,0
27,9,13,0
27,9,13,0
27,9,13,0
27,9,13,0
27,10,13,0
27,10,13,0
27,10,13,0
27,10,13,0
27,10,13,0
27,11,13,1
27,11,13,0
27,11,13,0
27,11,13,0
27,11,13,0
28,0,13,0
28,0,13,0
28,0,13,0
28,0,13,0
28,0,13,0
28,1,13,0
28,1,13,0
28,1,13,0
28,1,13,0
28,1,13,0
28,2,13,0
28,2,13,0
28,2,13,1
28,2,13,0
28,2,13,0
28,3,13,0
28,3,13,0
28,3,13,0
28,3,13,0
28,3,13,0
28,4,13,0
28,4,13,0
28,4,13,0
28,4,13,0
28,4,13,0
28,5,13,0
28,5,13,0
28,5,13,0
28,5,13,0
28,5,13,0
28,6,13,0
28,6,13,0
28,6,13,0
28,6,13,0
28,6,13,0
28,7,13,0
28,7,13,0
28,7,13,0
28,7,13,0
28,7,13,0
28,8,13,0
28,8,13,0
28,8,13,0
28,8,13,0
28,8,13,0
28,9,13,0
28,9,13,0
28,9,13,0
28,9,13,0
28,9,13,0
28,10,13,0
28,10,13,0
28,10,13,0
28,10,13,0
28,10,13,0
28,11,13,0
28,11,13,0
28,11,13,0
28,11,13,0
28,11,13,0
29,0,13,0
29,0,13,0
29,0,13,0
29,0,13,0
29,0,13,0
29,1,13,0
29,1,13,0
